ids,name,full_name,inviable
YCR033W,SNT1,SaNT domains,0
YCR034W,ELO2,fatty acid ELOngation,0
YCR035C,RRP43,Ribosomal RNA Processing,1
YCR036W,RBK1,RiBoKinase,0
YCR037C,PHO87,PHOsphate metabolism,0
YCR043C,,,0
YCR044C,PER1,protein Processing in the ER,0
YCR045C,RRT12,Regulator of rDNA Transcription,0
YCR046C,IMG1,Integrity of Mitochondrial Genome,0
YCR047C,BUD23,BUD site selection,0
YCR048W,ARE1,Acyl-coenzyme A: cholesterol acyl transferase-Related Enzyme,0
YCR049C,,,0
YCR050C,,,0
YCR051W,,,0
YCR052W,RSC6,Remodel the Structure of Chromatin,1
YCR053W,THR4,THReonine requiring,0
YCR054C,CTR86,Copper TRansport protein,1
YCR057C,PWP2,Periodic tryptophan (W) Protein,1
YCR059C,YIH1,Yeast Impact Homolog,0
YCR060W,TAH1,Tpr-containing protein Associated with Hsp90,0
YCR061W,TVS1,Transmembrane protein Vital for Stress response,0
YCR063W,BUD31,BUD site selection,0
YCR064C,,,0
YCR065W,HCM1,High-Copy suppressor of Calmodulin,0
YCR066W,RAD18,RADiation sensitive,0
YCR067C,SED4,Suppressor of Erd2 Deletion,0
YCR068W,ATG15,AuTophaGy related,0
YCR069W,CPR4,Cyclosporin-sensitive Proline Rotamase,0
YCR071C,IMG2,Integrity of Mitochondrial Genome,0
YCR072C,RSA4,RiboSome Assembly,1
YCR073C,SSK22,Suppressor of Sensor Kinase,0
YCR073W-A,SOL2,Suppressor Of Los1-1,0
YCR075C,ERS1,ERd Suppressor,0
YCR075W-A,EGO2,Exit from rapamycin-induced GrOwth arrest,0
YCR076C,FUB1,FUnction of Boundary,0
YCR077C,PAT1,Protein Associated with Topoisomerase II,0
YCR079W,PTC6,Phosphatase Two C,0
YCR081W,SRB8,Suppressor of RNA polymerase B,0
YCR082W,AHC2,Ada Histone acetyltransferase complex Component,0
YCR083W,TRX3,ThioRedoXin,0
YCR084C,TUP1,dTMP-UPtake,0
YCR085W,,,0
YCR086W,CSM1,Chromosome Segregation in Meiosis,0
YCR087C-A,,,0
YCR087W,,,0
YCR088W,ABP1,Actin Binding Protein,0
YCR089W,FIG2,Factor-Induced Gene,0
YCR090C,,,0
YCR091W,KIN82,protein KINase,0
YCR092C,MSH3,MutS Homolog,0
YCR093W,CDC39,Cell Division Cycle,1
YCR094W,CDC50,Cell Division Cycle,0
YCR095C,OCA4,Oxidant-induced Cell-cycle Arrest,0
YCR098C,GIT1,GlycerophosphoInosiTol,0
YCR099C,,,0
YCR100C,EMA35,Efficient Mitochondria targeting-Associated protein,0
YCR101C,,,0
YCR102C,,,0
YCR102W-A,,,0
YCR105W,ADH7,Alcohol DeHydrogenase,0
YCR106W,RDS1,Regulator of Drug Sensitivity,0
YCR107W,AAD3,Aryl-Alcohol Dehydrogenase,0
YDL001W,RMD1,Required for Meiotic nuclear Division,0
YDL002C,NHP10,Non-Histone Protein,0
YDL003W,MCD1,Mitotic Chromosome Determinant,1
YDL004W,ATP16,ATP synthase,1
YDL005C,MED2,MEDiator complex,0
YDL006W,PTC1,Phosphatase type Two C,0
YDL007W,RPT2,"Regulatory Particle Triple-A protein, or Regulatory Particle Triphosphatase",1
YDL008W,APC11,Anaphase Promoting Complex,1
YDL009C,,,0
YDL010W,GRX6,GlutaRedoXin,0
YDL011C,,,0
YDL012C,,,0
YDL013W,SLX5,Synthetic Lethal of unknown [X] function,0
YDL014W,NOP1,NucleOlar Protein,1
YDL015C,TSC13,Temperature-sensitive Suppressors of Csg2 mutants,1
YDL016C,,,1
YDL017W,CDC7,Cell Division Cycle,1
YDL018C,ERP3,Emp24p/Erv25p Related Protein,0
YDL019C,OSH2,OxySterol binding protein Homolog,0
YDL020C,RPN4,Regulatory Particle Non-ATPase,0
YDL021W,GPM2,Glycerate PhosphoMutase,0
YDL022W,GPD1,Glycerol-3-Phosphate Dehydrogenase,0
YDL023C,,,0
YDL024C,DIA3,Digs Into Agar,0
YDL025C,RTK1,Ribosome biogenesis and TRNA synthetase-associated Kinase,0
YDL026W,,,0
YDL027C,MRX9,Mitochondrial oRganization of gene eXpression (MIOREX),0
YDL028C,MPS1,MonoPolar Spindle,1
YDL029W,ARP2,Actin-Related Protein,1
YDL030W,PRP9,Pre-mRNA Processing,1
YDL031W,DBP10,Dead Box Protein,1
YDL032W,,,0
YDL033C,SLM3,Synthetic Lethal with Mss4,0
YDL034W,,,0
YDL035C,GPR1,G-Protein coupled Receptor,0
YDL036C,PUS9,PseudoUridine Synthase,0
YDL037C,BSC1,Bypass of Stop Codon,0
YDL039C,PRM7,Pheromone-Regulated Membrane protein,0
YDL040C,NAT1,N-terminal AcetylTransferase,0
YDL041W,,,0
YDL042C,SIR2,Silent Information Regulator,0
YDL043C,PRP11,Pre-mRNA Processing,1
YDL044C,MTF2,Mitochondrial Transcription Factor,0
YDL045C,FAD1,FAD synthetase,1
YDL045W-A,MRP10,Mitochondrial Ribosomal Protein,0
YDL046W,NPC2,Niemann Pick type C homolog,0
YDL047W,SIT4,Suppressor of Initiation of Transcription,0
YDL048C,STP4,protein with similarity to Stp1p,0
YDL049C,KNH1,Kre9(Nine) Homolog,0
YDL050C,,,0
YDL051W,LHP1,La-Homologous Protein,0
YDL052C,SLC1,SphingoLipid Compensation,0
YDL053C,PBP4,Pbp1p Binding Protein,0
YDL054C,MCH1,MonoCarboxylate transporter Homolog,0
YDL055C,PSA1,,1
YDL056W,MBP1,MluI-box Binding Protein,0
YDL057W,,,0
YDL058W,USO1,yUSOu - transport in Japanese,1
YDL059C,RAD59,RADiation sensitive,0
YDL060W,TSR1,Twenty S rRNA accumulation,1
YDL061C,RPS29B,Ribosomal Protein of the Small subunit,0
YDL062W,,,0
YDL063C,SYO1,SYnchronized impOrt or SYmpOrtin,0
YDL064W,UBC9,UBiquitin-Conjugating,1
YDL065C,PEX19,PEroXisome related,0
YDL066W,IDP1,"Isocitrate Dehydrogenase, NADP-specific",0
YDL067C,COX9,Cytochrome c OXidase,0
YDL068W,,,0
YDL069C,CBS1,Cytochrome B Synthesis,0
YDL070W,BDF2,BromoDomain Factor,0
YDL071C,,,0
YDL072C,YET3,Yeast Endoplasmic reticulum Transmembrane protein,0
YDL073W,AHK1,Associated with HKr1,0
YDL074C,BRE1,BREfeldin A sensitivity,0
YDL075W,RPL31A,Ribosomal Protein of the Large subunit,0
YDL076C,RXT3,,0
YDL077C,VAM6,VAcuolar Morphogenesis,0
YDL078C,MDH3,Malate DeHydrogenase,0
YDL079C,MRK1,Mds1p Related Kinase,0
YDL080C,THI3,THIamine metabolism,0
YDL081C,RPP1A,Ribosomal Protein P1 Alpha,0
YDL082W,RPL13A,Ribosomal Protein of the Large subunit,0
YDL083C,RPS16B,Ribosomal Protein of the Small subunit,0
YDL084W,SUB2,SUppressor of Brr1-1,1
YDL085C-A,,,0
YDL085W,NDE2,"NADH Dehydrogenase, External",0
YDL086W,,,0
YDL087C,LUC7,Lethal Unless Cap-binding complex is produced,1
YDL088C,ASM4,Anti-Suppressor in Multicopy,0
YDL089W,NUR1,NUclear Rim1,0
YDL090C,RAM1,RAS protein and A-factor Maturation,0
YDL091C,UBX3,UBiquitin regulatory X,0
YDL092W,SRP14,Signal Recognition Particle,1
YDL093W,PMT5,Protein O-MannosylTransferase,0
YDL094C,,,0
YDL095W,PMT1,Protein O-MannosylTransferase,0
YDL096C,OPI6,OverProducer of Inositol,0
YDL097C,RPN6,Regulatory Particle Non-ATPase,1
YDL098C,SNU23,Small NUclear ribonucleoprotein associated,1
YDL099W,BUG1,Binder of USO1 and GRH1,0
YDL100C,GET3,Guided Entry of Tail-anchored proteins,0
YDL101C,DUN1,DNA-damage UNinducible,0
YDL102W,POL3,POLymerase,1
YDL103C,QRI1,,1
YDL104C,QRI7,,0
YDL105W,NSE4,Non-SMC Element,1
YDL107W,MSS2,Mitochondrial Splicing,0
YDL108W,KIN28,protein KINase,1
YDL109C,,,0
YDL110C,TMA17,Translation Machinery Associated,0
YDL111C,RRP42,Ribosomal RNA Processing,1
YDL112W,TRM3,Transfer RNA Methyltransferase,0
YDL113C,ATG20,AuTophaGy related,0
YDL114W,,,0
YDL115C,IWR1,Interacts With RNA polymerase II,0
YDL116W,NUP84,NUclear Pore,0
YDL117W,CYK3,CYtoKinesis,0
YDL118W,,,0
YDL119C,HEM25,HEMe synthesis by SLC25 family member,0
YDL120W,YFH1,Yeast Frataxin Homolog,1
YDL121C,EXP1,ER eXport of Pma1,0
YDL122W,UBP1,UBiquitin-specific Protease,0
YDL123W,SNA4,Sensitivity to NA+,0
YDL124W,,,0
YDL125C,HNT1,Histidine triad NucleoTide-binding,0
YDL126C,CDC48,Cell Division Cycle,1
YDL127W,PCL2,Pho85 CycLin,0
YDL128W,VCX1,VaCuolar H+/Ca2+ eXchanger,0
YDL129W,,,0
YDL130W,RPP1B,Ribosomal Protein P1 Beta,0
YDL130W-A,STF1,STabilizing Factor,0
YDL131W,LYS21,LYSine,0
YDL132W,CDC53,Cell Division Cycle,1
YDL133C-A,RPL41B,Ribosomal Protein of the Large subunit,0
YDL133W,SRF1,Spo14 Regulatory Factor,0
YDL134C,PPH21,Protein PHosphatase,0
YDL135C,RDI1,Rho GDP Dissociation Inhibitor,0
YDL136W,RPL35B,Ribosomal Protein of the Large subunit,0
YDL137W,ARF2,ADP-Ribosylation Factor,0
YDL138W,RGT2,Restores Glucose Transport,0
YDL139C,SCM3,Suppressor of Chromosome Missegregation,1
YDL140C,RPO21,RNA POlymerase,1
YDL141W,BPL1,Biotin:apoProtein Ligase,1
YDL142C,CRD1,CaRDiolipin synthase,0
YDL143W,CCT4,Chaperonin Containing TCP-1,1
YDL144C,,,0
YDL145C,COP1,COat Protein,1
YDL146W,LDB17,Low Dye Binding,0
YDL147W,RPN5,Regulatory Particle Non-ATPase,1
YDL148C,NOP14,NucleOlar Protein,1
YDL149W,ATG9,AuTophaGy related,0
YDL150W,RPC53,RNA Polymerase C,1
YDL152W,,,1
YDL153C,SAS10,Something About Silencing,1
YDL154W,MSH5,MutS Homolog,0
YDL155W,CLB3,CycLin B,0
YDL156W,CMR1,Changed Mutation Rate,0
YDL157C,,,0
YDL158C,,,0
YDL159W,STE7,STErile,0
YDL159W-A,,,0
YDL160C,DHH1,DEAD box Helicase Homolog,0
YDL160C-A,MHF2,Mph1-associated Histone-Fold protein,0
YDL161W,ENT1,Epsin N-Terminal homology,0
YDL162C,,,0
YDL163W,,,1
YDL164C,CDC9,Cell Division Cycle,1
YDL165W,CDC36,Cell Division Cycle,1
YDL166C,FAP7,Factor Activating Pos9,1
YDL167C,NRP1,N (asparagine)-Rich Protein,0
YDL168W,SFA1,Sensitive to FormAldehyde,0
YDL169C,UGX2,Unidentified Gene X,0
YDL170W,UGA3,Utilization of GAba,0
YDL171C,GLT1,GLuTamate synthase,0
YDL172C,,,0
YDL173W,PAR32,Phosphorylated After Rapamycin,0
YDL174C,DLD1,D-Lactate Dehydrogenase,0
YDL175C,AIR2,Arginine methyltransferase-Interacting RING finger protein,0
YDL176W,IPF1,Involved in actin Patch Formation,0
YDL177C,,,0
YDL178W,DLD2,D-Lactate Dehydrogenase,0
YDL179W,PCL9,Pho85 CycLin,0
YDL180W,,,0
YDL181W,INH1,INHibitor (of F1F0-ATPase),0
YDL182W,LYS20,LYSine requiring,0
YDL183C,MRX19,Mitochondrial oRganization of gene eXpression (MIOREX),0
YDL184C,RPL41A,Ribosomal Protein of the Large subunit,0
YDL185W,VMA1,Vacuolar Membrane Atpase,0
YDL186W,,,0
YDL187C,,,0
YDL188C,PPH22,Protein PHosphatase,0
YDL189W,RBS1,RNA-Binding Suppressor of PAS kinase,0
YDL190C,UFD2,Ubiquitin Fusion Degradation,0
YDL191W,RPL35A,Ribosomal Protein of the Large subunit,0
YDL192W,ARF1,ADP-Ribosylation Factor,0
YDL193W,NUS1,Nuclear Undecaprenyl pyrophosphate Synthase,1
YDL194W,SNF3,Sucrose NonFermenting,0
YDL195W,SEC31,SECretory,1
YDL196W,,,1
YDL197C,ASF2,Anti-Silencing Function,0
YDL198C,GGC1,GDP/GTP Carrier,0
YDL199C,,,0
YDL200C,MGT1,O-6-MethylGuanine-DNA methylTransferase,0
YDL201W,TRM8,Transfer RNA Methyltransferase,0
YDL202W,MRPL11,"Mitochondrial Ribosomal Protein, Large subunit",0
YDL203C,ACK1,Activator of C Kinase 1,0
YDL204W,RTN2,ReTiculoN-like,0
YDL205C,HEM3,HEMe biosynthesis,1
YDL206W,,,0
YDL207W,GLE1,GLFG (glycine-leucine-phenylalanine-glycine) LEthal,1
YDL208W,NHP2,Non-Histone Protein,1
YDL209C,CWC2,Complexed With Cef1p,1
YDL210W,UGA4,Utilization of GAba,0
YDL211C,,,0
YDL212W,SHR3,Super high Histidine Resistant,1
YDL213C,NOP6,NucleOlar Protein,0
YDL214C,PRR2,Pheromone Response Regulator,0
YDL215C,GDH2,Glutamate DeHydrogenase,0
YDL216C,RRI1,Regulator of Rub1 specific Isopeptidase,0
YDL217C,TIM22,Translocase of the Inner Mitochondrial membrane,1
YDL218W,,,0
YDL219W,DTD1,D-Tyr-tRNA(Tyr) Deacylase,0
YDL220C,CDC13,Cell Division Cycle,1
YDL221W,,,1
YDL222C,FMP45,Found in Mitochondrial Proteome,0
YDL223C,HBT1,HuB1 Target,0
YDL224C,WHI4,WHIskey,0
YDL225W,SHS1,Seventh Homolog of Septin,0
YDL226C,GCS1,Growth Cold Sensitive,0
YDL227C,HO,HOmothallic switching endonuclease,0
YDL229W,SSB1,Stress-Seventy subfamily B,0
YDL230W,PTP1,Protein Tyrosine Phosphatase,0
YDL231C,BRE4,BREfeldin A sensitivity,0
YDL232W,OST4,OligoSaccharylTransferase,0
YDL233W,MFG1,Morphogenetic regulator of Filamentous Growth,0
YDL234C,GYP7,Gtpase-activating protein for Ypt7 Protein,0
YDL235C,YPD1,tYrosine Phosphatase Dependent,1
YDL236W,PHO13,PHOsphate metabolism,0
YDL237W,AIM6,Altered Inheritance rate of Mitochondria,0
YDL238C,GUD1,GUanine Deaminase,0
YDL239C,ADY3,Accumulation of DYads,0
YDL240W,LRG1,Lim-RhoGap homolog,0
YDL241W,,,0
YDL242W,,,0
YDL243C,AAD4,Aryl-Alcohol Dehydrogenase,0
YDR001C,NTH1,Neutral TreHalase,0
YDR002W,YRB1,Yeast Ran Binder,1
YDR003W,RCR2,Resistance to Congo Red,0
YDR003W-A,,,0
YDR004W,RAD57,RADiation sensitive,0
YDR005C,MAF1,,0
YDR006C,SOK1,Suppressor Of Kinase,0
YDR007W,TRP1,TRyPtophan,0
YDR008C,,,0
YDR009W,GAL3,GALactose metabolism,0
YDR010C,,,0
YDR011W,SNQ2,Sensitivity to 4-NitroQuinoline-N-oxide,0
YDR013W,PSF1,Partner of Sld Five,1
YDR014W,RAD61,RADiation sensitive,0
YDR015C,,,0
YDR016C,DAD1,Duo1 And Dam1 interacting,1
YDR017C,KCS1,pKC1 Suppressor,0
YDR018C,,,0
YDR019C,GCV1,GlyCine cleaVage,0
YDR020C,DAS2,Dst1-delta 6-Azauracil Sensitivity,0
YDR021W,FAL1,eukaryotic translation initiation factor Four A Like,1
YDR022C,ATG31,AuTophaGy related,0
YDR023W,SES1,SEryl-tRNA Synthetase,1
YDR024W,FYV1,Function required for Yeast Viability,0
YDR025W,RPS11A,Ribosomal Protein of the Small subunit,0
YDR026C,NSI1,NTS1 SIlencing protein 1,0
YDR027C,VPS54,Vacuolar Protein Sorting,0
YDR028C,REG1,REsistance to Glucose repression,0
YDR029W,,,0
YDR030C,RAD28,RADiation sensitive,0
YDR031W,MIX14,Mitochondrial Intermembrane space CX(n)C motif protein,0
YDR032C,PST2,Protoplasts-SecreTed,0
YDR033W,MRH1,Membrane protein Related to Hsp30p,0
YDR034C,LYS14,LYSine requiring,0
YDR034W-B,,,0
YDR035W,ARO3,AROmatic amino acid requiring,0
YDR036C,EHD3,,0
YDR037W,KRS1,Lysyl (K) tRNA Synthetase,1
YDR041W,RSM10,Ribosomal Small subunit of Mitochondria,1
YDR042C,,,0
YDR043C,NRG1,Negative Regulator of Glucose-repressed genes,0
YDR044W,HEM13,HEMe biosynthesis,1
YDR045C,RPC11,RNA Polymerase C,1
YDR046C,BAP3,Branched-chain Amino acid Permease,0
YDR047W,HEM12,HEMe biosynthesis,1
YDR048C,,,0
YDR049W,VMS1,VCP/Cdc48-associated Mitochondrial Stress-responsive,0
YDR050C,TPI1,Triose-Phosphate Isomerase,1
YDR051C,DET1,Decreased Ergosterol Transport,0
YDR052C,DBF4,DumbBell Former,1
YDR053W,,,1
YDR054C,CDC34,Cell Division Cycle,1
YDR055W,PST1,Protoplasts-SecreTed,0
YDR056C,EMC10,ER Membrane protein Complex,0
YDR057W,YOS9,Yeast OS-9 homolog,0
YDR058C,TGL2,TriacylGlycerol Lipase,0
YDR059C,UBC5,UBiquitin-Conjugating,0
YDR060W,MAK21,MAintenance of Killer,1
YDR061W,,,0
YDR062W,LCB2,Long-Chain Base,1
YDR063W,AIM7,Altered Inheritance rate of Mitochondria,0
YDR064W,RPS13,Ribosomal Protein of the Small subunit,1
YDR065W,RRG1,Required for Respiratory Growth,0
YDR066C,RTR2,Regulator of TRanscription,0
YDR067C,OCA6,Oxidant-induced Cell-cycle Arrest,0
YDR068W,DOS2,,0
YDR069C,DOA4,Degradation Of Alpha,0
YDR070C,FMP16,Found in Mitochondrial Proteome,0
YDR071C,PAA1,PolyAmine Acetyltransferase,0
YDR072C,IPT1,InositolPhosphoTransferase,0
YDR073W,SNF11,Sucrose NonFermenting,0
YDR074W,TPS2,Trehalose-6-Phosphate Synthase/phosphatase,0
YDR075W,PPH3,Protein PHosphatase,0
YDR076W,RAD55,RADiation sensitive,0
YDR077W,SED1,Suppression of Exponential Defect,0
YDR078C,SHU2,Suppressor of HydroxyUrea sensitivity,0
YDR079C-A,TFB5,,0
YDR079W,PET100,PETite colonies,0
YDR080W,VPS41,Vacuolar Protein Sorting,0
YDR081C,PDC2,Pyruvate DeCarboxylase,1
YDR082W,STN1,Suppressor of cdc ThirteeN,1
YDR083W,RRP8,Ribosomal RNA Processing,0
YDR084C,TVP23,Tlg2-Vesicle Protein,0
YDR085C,AFR1,Alpha-Factor Receptor regulator,0
YDR086C,SSS1,Sec Sixty-one Suppressor,1
YDR087C,RRP1,Ribosomal RNA Processing,1
YDR088C,SLU7,Synergistic Lethal with U5 snRNA,1
YDR089W,VTC5,Vacuole Transporter Chaperone,0
YDR090C,ILT1,Ionic Liquid Tolerance,0
YDR091C,RLI1,RNase L Inhibitor,1
YDR092W,UBC13,UBiquitin-Conjugating,0
YDR093W,DNF2,Drs2 Neo1 Family,0
YDR094W,,,0
YDR095C,,,0
YDR096W,GIS1,GIg1-2 Suppressor,0
YDR097C,MSH6,MutS Homolog,0
YDR098C,GRX3,GlutaRedoXin,0
YDR099W,BMH2,Brain Modulosignalin Homolog,0
YDR100W,TVP15,Tlg2-Vesicle Protein,0
YDR101C,ARX1,Associated with Ribosomal eXport complex,0
YDR102C,,,0
YDR103W,STE5,STErile,0
YDR104C,SPO71,SPOrulation,0
YDR105C,TMS1,,0
YDR107C,TMN2,TransMembrane Nine,0
YDR108W,TRS85,TRapp Subunit,0
YDR109C,,,0
YDR110W,FOB1,FOrk Blocking less,0
YDR111C,ALT2,ALanine Transaminase,0
YDR112W,IRC2,Increased Recombination Centers,0
YDR113C,PDS1,Precocious Dissociation of Sisters,1
YDR114C,,,0
YDR115W,MRX14,Mitochondrial oRganization of gene eXpression (MIOREX),0
YDR116C,MRPL1,"Mitochondrial Ribosomal Protein, Large subunit",0
YDR117C,TMA64,Translation Machinery Associated,0
YDR118W,APC4,Anaphase Promoting Complex,1
YDR119W,VBA4,Vacuolar Basic Amino acid transporter,0
YDR120C,TRM1,tRNA Methyltransferase,0
YDR121W,DPB4,DNA Polymerase B (II) subunit,0
YDR122W,KIN1,KINase,0
YDR123C,INO2,INOsitol requiring,0
YDR124W,,,0
YDR125C,ECM18,ExtraCellular Mutant,0
YDR126W,SWF1,Spore Wall Formation,0
YDR127W,ARO1,AROmatic amino acid requiring,0
YDR128W,MTC5,Maintenance of Telomere Capping,0
YDR129C,SAC6,Suppressor of ACtin,0
YDR130C,FIN1,Filaments In between Nuclei,0
YDR131C,,,0
YDR132C,MRX16,Mitochondrial oRganization of gene eXpression (MIOREX),0
YDR133C,,,0
YDR135C,YCF1,Yeast Cadmium Factor,0
YDR136C,VPS61,Vacuolar Protein Sorting,0
YDR137W,RGP1,Reduced Growth Phenotype,0
YDR138W,HPR1,HyPerRecombination,0
YDR139C,RUB1,Related to UBiquitin,0
YDR140W,MTQ2,Methyltransferase,0
YDR141C,DOP1,homolog of A. nidulans DOPey,1
YDR142C,PEX7,PEroXin,0
YDR143C,SAN1,Sir Antagonist,0
YDR144C,MKC7,Multicopy suppressor of Kex2 Cold sensitivity,0
YDR145W,TAF12,TATA binding protein-Associated Factor,1
YDR146C,SWI5,SWItching deficient,0
YDR147W,EKI1,Ethanolamine KInase,0
YDR148C,KGD2,alpha-KetoGlutarate Dehydrogenase,0
YDR149C,,,0
YDR150W,NUM1,NUclear Migration,0
YDR151C,CTH1,Cysteine-Three-Histidine,0
YDR152W,GIR2,Genetically Interacts with Ribosomal genes,0
YDR153C,ENT5,Epsin N-Terminal homology,0
YDR154C,,,0
YDR155C,CPR1,Cyclosporin A-sensitive Proline Rotamase,0
YDR156W,RPA14,RNA Polymerase A,0
YDR157W,,,0
YDR158W,HOM2,HOMoserine requiring,0
YDR159W,SAC3,Suppressor of ACtin,0
YDR160W,SSY1,Sulfonylurea Sensitive on YPD,1
YDR161W,ACL4,Assembly Chaperone of RpL4,0
YDR162C,NBP2,Nap1 Binding Protein,0
YDR163W,CWC15,Complexed With Cef1p,0
YDR164C,SEC1,SECretory,1
YDR165W,TRM82,Transfer RNA Methyltransferase,0
YDR166C,SEC5,SECretory,1
YDR167W,TAF10,TATA binding protein-Associated Factor,1
YDR168W,CDC37,Cell Division Cycle,1
YDR169C,STB3,Sin Three Binding protein,0
YDR169C-A,,,0
YDR170C,SEC7,SECretory,1
YDR171W,HSP42,Heat Shock Protein,0
YDR172W,SUP35,SUPpressor,1
YDR173C,ARG82,ARGinine requiring,0
YDR174W,HMO1,High MObility group (HMG) family,0
YDR175C,RSM24,Ribosomal Small subunit of Mitochondria,0
YDR176W,NGG1,,0
YDR177W,UBC1,UBiquitin-Conjugating,1
YDR178W,SDH4,Succinate DeHydrogenase,0
YDR179C,CSN9,Cop9 SigNalosome subunit,0
YDR179W-A,NVJ3,Nucleus-Vacuole Junction,0
YDR180W,SCC2,Sister Chromatid Cohesion,1
YDR181C,SAS4,Something About Silencing,0
YDR182W,CDC1,Cell Division Cycle,1
YDR182W-A,,,0
YDR183W,PLP1,Phosducin-Like Protein,0
YDR184C,ATC1,Aip Three Complex,0
YDR185C,UPS3,UnProceSsed,0
YDR186C,SND1,Srp-iNDependent targeting,0
YDR187C,,,1
YDR188W,CCT6,Chaperonin Containing TCP-1,1
YDR189W,SLY1,Suppressor of Loss of Ypt1,1
YDR190C,RVB1,RuVB-like,1
YDR191W,HST4,Homolog of SIR Two (SIR2),0
YDR192C,NUP42,NUclear Pore,0
YDR193W,,,0
YDR194C,MSS116,Mitochondrial Splicing System,0
YDR194W-A,,,0
YDR195W,REF2,RNA End Formation,0
YDR196C,CAB5,,1
YDR197W,CBS2,Cytochrome B Synthesis,0
YDR198C,RKM2,Ribosomal protein lysine (K) Methyltransferase,0
YDR199W,,,0
YDR200C,VPS64,Vacuolar Protein Sorting,0
YDR201W,SPC19,Spindle Pole Component,1
YDR202C,RAV2,Regulator of (H+)-ATPase in Vacuolar membrane,0
YDR203W,,,0
YDR204W,COQ4,COenzyme Q,0
YDR205W,MSC2,Meiotic Sister-Chromatid recombination,0
YDR206W,EBS1,Est1-like Bcy1 Suppressor,0
YDR207C,UME6,Unscheduled Meiotic gene Expression,0
YDR208W,MSS4,Multicopy Suppressor of Stt4 mutation,1
YDR209C,,,0
YDR210W,,,0
YDR211W,GCD6,General Control Derepressed,1
YDR212W,TCP1,Tailless Complex Polypeptide,1
YDR213W,UPC2,UPtake Control,0
YDR214W,AHA1,Activator of Heat shock protein 90 ATPase,0
YDR215C,,,0
YDR216W,ADR1,Alcohol Dehydrogenase II synthesis Regulator,0
YDR217C,RAD9,RADiation sensitive,0
YDR218C,SPR28,SPorulation Regulated,0
YDR219C,MFB1,Mitochondria-associated F-Box protein,0
YDR220C,,,0
YDR221W,GTB1,Glucosidase Two Beta-subunit,0
YDR222W,,,0
YDR223W,CRF1,Co-Repressor with FHL1,0
YDR224C,HTB1,Histone h Two B,1
YDR225W,HTA1,Histone h Two A,0
YDR226W,ADK1,ADenylate Kinase,0
YDR227W,SIR4,Silent Information Regulator,0
YDR228C,PCF11,Protein 1 of Cleavage and polyadenylation Factor I,1
YDR229W,IVY1,Interacting with Vps33p and Ypt7p,0
YDR230W,,,0
YDR231C,COX20,Cytochrome c OXidase,0
YDR232W,HEM1,HEMe biosynthesis,1
YDR233C,RTN1,ReTiculoN-like,0
YDR234W,LYS4,LYSine requiring,0
YDR235W,PRP42,Pre-mRNA Processing,1
YDR236C,FMN1,FMN biosynthesis,1
YDR237W,MRPL7,"Mitochondrial Ribosomal Protein, Large subunit",0
YDR238C,SEC26,SECretory,1
YDR239C,,,0
YDR240C,SNU56,Small NUclear ribonucleoprotein associated,1
YDR241W,BUD26,BUD site selection,0
YDR242W,AMD2,AMiDase,0
YDR243C,PRP28,Pre-mRNA Processing,1
YDR244W,PEX5,PEroXin,0
YDR245W,MNN10,MaNNosyltransferase,0
YDR246W,TRS23,TRapp Subunit,1
YDR246W-A,,,0
YDR247W,VHS1,Viable in a Hal3 Sit4 background,0
YDR248C,,,0
YDR249C,,,0
YDR250C,,,0
YDR251W,PAM1,Pp2A Multicopy suppressor,0
YDR252W,BTT1,BTf Three,0
YDR253C,MET32,METhionine requiring,0
YDR254W,CHL4,CHromosome Loss,0
YDR255C,RMD5,Required for Meiotic nuclear Division,0
YDR256C,CTA1,CaTalase A,0
YDR257C,RKM4,Ribosomal lysine (K) Methyltransferase,0
YDR258C,HSP78,Heat Shock Protein,0
YDR259C,YAP6,Yeast homolog of AP-1,0
YDR260C,SWM1,Spore Wall Maturation,0
YDR261C,EXG2,"EXo-1,3-beta-Glucanase",0
YDR262W,,,0
YDR263C,DIN7,DNA Damage INducible,0
YDR264C,AKR1,AnKyrin Repeat containing,0
YDR265W,PEX10,PEroXin,0
YDR266C,HEL2,Histone E3 Ligase,0
YDR267C,CIA1,Cytosolic Iron-sulfur protein Assembly,1
YDR268W,MSW1,"Mitochondrial aminoacyl-tRNA Synthetase, tryptophan (W)",0
YDR269C,,,0
YDR270W,CCC2,Cross-Complements Ca(2+) phenotype of csg1,0
YDR271C,,,0
YDR272W,GLO2,GLyOxalase,0
YDR273W,DON1,DONut,0
YDR274C,,,0
YDR275W,BSC2,Bypass of Stop Codon,0
YDR276C,PMP3,Plasma Membrane Proteolipid,0
YDR277C,MTH1,MSN Three Homolog,0
YDR278C,,,0
YDR279W,RNH202,RNase H,0
YDR280W,RRP45,Ribosomal RNA Processing,1
YDR281C,PHM6,PHosphate Metabolism,0
YDR282C,MRX10,Mitochondrial oRganization of gene eXpression (MIOREX),0
YDR283C,GCN2,General Control Nonderepressible,0
YDR284C,DPP1,Diacylglycerol Pyrophosphate Phosphatase,0
YDR285W,ZIP1,molecular ZIPper,0
YDR286C,MGP12,Mitochondrial Glutaredoxin-like Protein of 12 kDa,0
YDR287W,INM2,INositol Monophosphatase,0
YDR288W,NSE3,Non SMC Element,1
YDR289C,RTT103,Regulator of Ty1 Transposition,0
